
> backend@1.0.0 dev
> ts-node --transpile-only src/index.ts

[2026-03-06T23:40:28.038Z] GET /api/entries/408?periodo=2026
[2026-03-06T23:40:28.038Z] GET /api/entries/412?periodo=2026
[2026-03-06T23:40:28.039Z] GET /api/entries/410?periodo=2026
[2026-03-06T23:40:28.040Z] GET /api/entries/409?periodo=2026
[2026-03-06T23:40:28.040Z] GET /api/entries/411?periodo=2026
[2026-03-06T23:40:28.040Z] GET /api/entries/413?periodo=2026
[2026-03-06T23:40:28.041Z] GET /api/entries/414?periodo=2026
[2026-03-06T23:40:28.041Z] GET /api/entries/415?periodo=2026
[2026-03-06T23:40:28.041Z] GET /api/entries/417?periodo=2026
[2026-03-06T23:40:28.042Z] GET /api/entries/416?periodo=2026
[2026-03-06T23:40:32.160Z] OPTIONS /api/tracking/all
[2026-03-06T23:40:32.161Z] GET /api/tracking/all
[2026-03-06T23:40:32.176Z] GET /api/tracking/all
[2026-03-06T23:40:33.877Z] OPTIONS /api/narratives/inbox?periodo=2026
[2026-03-06T23:40:33.877Z] GET /api/narratives/inbox?periodo=2026
[2026-03-06T23:40:33.881Z] GET /api/narratives/inbox?periodo=2026
[2026-03-06T23:40:37.478Z] OPTIONS /api/tracking/narrativa/2473
[2026-03-06T23:40:37.479Z] GET /api/tracking/narrativa/2473
[2026-03-06T23:40:37.484Z] GET /api/tracking/narrativa/2473
[2026-03-06T23:40:44.480Z] OPTIONS /api/catalogs/dependencies?axis=I&periodo=2026&withProgress=true
[2026-03-06T23:40:44.480Z] GET /api/catalogs/dependencies?axis=I&periodo=2026&withProgress=true
[DEBUG] Filtrando por Eje: "I"
[DEBUG] Antes: 86, Después: 14
[2026-03-06T23:40:44.487Z] GET /api/catalogs/dependencies?axis=I&periodo=2026&withProgress=true
[DEBUG] Filtrando por Eje: "I"
[DEBUG] Antes: 86, Después: 14
[2026-03-06T23:40:51.021Z] OPTIONS /api/catalogs/dependencies?axis=II&periodo=2026&withProgress=true
[2026-03-06T23:40:51.021Z] GET /api/catalogs/dependencies?axis=II&periodo=2026&withProgress=true
[DEBUG] Filtrando por Eje: "II"
[DEBUG] Antes: 86, Después: 4
[2026-03-06T23:40:51.030Z] GET /api/catalogs/dependencies?axis=II&periodo=2026&withProgress=true
[DEBUG] Filtrando por Eje: "II"
[DEBUG] Antes: 86, Después: 4
[2026-03-06T23:40:57.010Z] OPTIONS /api/catalogs/dependencies?axis=III&periodo=2026&withProgress=true
[2026-03-06T23:40:57.011Z] GET /api/catalogs/dependencies?axis=III&periodo=2026&withProgress=true
[DEBUG] Filtrando por Eje: "III"
[DEBUG] Antes: 86, Después: 11
[2026-03-06T23:40:57.021Z] GET /api/catalogs/dependencies?axis=III&periodo=2026&withProgress=true
[DEBUG] Filtrando por Eje: "III"
[DEBUG] Antes: 86, Después: 11
[2026-03-06T23:41:05.089Z] OPTIONS /api/users
[2026-03-06T23:41:05.090Z] GET /api/users
[2026-03-06T23:41:05.091Z] OPTIONS /api/catalogs/dependencies?periodo=2026
[2026-03-06T23:41:05.091Z] GET /api/catalogs/dependencies?periodo=2026
[2026-03-06T23:41:05.096Z] GET /api/catalogs/dependencies?periodo=2026
[2026-03-06T23:41:05.109Z] GET /api/users
[2026-03-06T23:41:14.921Z] OPTIONS /api/dependencies
[2026-03-06T23:41:14.921Z] GET /api/dependencies
[2026-03-06T23:41:14.922Z] GET /api/dependencies - User: undefined Roles: [ 'SuperAdministrador' ]
[2026-03-06T23:41:14.928Z] Found 86 dependencies
[2026-03-06T23:41:14.929Z] GET /api/dependencies
[2026-03-06T23:41:14.930Z] GET /api/dependencies - User: undefined Roles: [ 'SuperAdministrador' ]
[2026-03-06T23:41:14.932Z] Found 86 dependencies
[2026-03-06T23:41:30.576Z] OPTIONS /api/periods
[2026-03-06T23:41:30.577Z] GET /api/periods
[2026-03-06T23:41:30.579Z] GET /api/periods
[2026-03-06T23:41:39.283Z] OPTIONS /api/logs?periodo=2026
[2026-03-06T23:41:39.284Z] GET /api/logs?periodo=2026
[2026-03-06T23:41:39.634Z] GET /api/logs?periodo=2026
[2026-03-06T23:41:44.531Z] OPTIONS /api/config
[2026-03-06T23:41:44.531Z] GET /api/config
[2026-03-06T23:41:44.533Z] GET /api/config
[2026-03-06T23:41:54.779Z] OPTIONS /api/catalogs/narrative-titles?periodo=2026
[2026-03-06T23:41:54.780Z] GET /api/catalogs/narrative-titles?periodo=2026
[2026-03-06T23:41:54.793Z] GET /api/catalogs/narrative-titles?periodo=2026
[2026-03-06T23:42:13.026Z] OPTIONS /api/catalogs/narrative-titles?periodo=2026
[2026-03-06T23:42:13.027Z] OPTIONS /api/catalogs/narrative-themes?periodo=2026
[2026-03-06T23:42:13.027Z] GET /api/catalogs/narrative-titles?periodo=2026
[2026-03-06T23:42:13.028Z] GET /api/catalogs/narrative-themes?periodo=2026
[2026-03-06T23:42:23.640Z] OPTIONS /api/catalogs/narrative-themes?periodo=2026
[2026-03-06T23:42:23.641Z] OPTIONS /api/catalogs/narrative-subthemes?periodo=2026
[2026-03-06T23:42:23.641Z] GET /api/catalogs/narrative-themes?periodo=2026
[2026-03-06T23:42:23.641Z] GET /api/catalogs/narrative-subthemes?periodo=2026
[2026-03-06T23:42:29.864Z] OPTIONS /api/catalogs/financing-sources?periodo=2026
[2026-03-06T23:42:29.865Z] GET /api/catalogs/financing-sources?periodo=2026
[2026-03-06T23:42:38.735Z] OPTIONS /api/catalogs/ods?periodo=2026
[2026-03-06T23:42:38.735Z] GET /api/catalogs/ods?periodo=2026
[2026-03-06T23:42:48.052Z] OPTIONS /api/catalogs/missions?periodo=2026
[2026-03-06T23:42:48.053Z] GET /api/catalogs/missions?periodo=2026
[2026-03-06T23:42:54.514Z] OPTIONS /api/catalogs/dependencies?periodo=2026
[2026-03-06T23:42:54.515Z] GET /api/catalogs/dependencies?periodo=2026
[2026-03-06T23:43:07.856Z] OPTIONS /api/catalogs/missions?periodo=2026
[2026-03-06T23:43:07.857Z] GET /api/catalogs/missions?periodo=2026
[2026-03-06T23:43:10.749Z] OPTIONS /api/catalogs/dependencies?periodo=2026
[2026-03-06T23:43:10.750Z] GET /api/catalogs/dependencies?periodo=2026
[2026-03-06T23:43:19.670Z] OPTIONS /api/catalogs/missions?periodo=2026
[2026-03-06T23:43:19.670Z] GET /api/catalogs/missions?periodo=2026
[2026-03-06T23:43:26.473Z] OPTIONS /api/catalogs/dependencies?periodo=2026
[2026-03-06T23:43:26.474Z] GET /api/catalogs/dependencies?periodo=2026
[2026-03-06T23:43:27.626Z] OPTIONS /api/catalogs/beneficiary-types?periodo=2026
[2026-03-06T23:43:27.627Z] GET /api/catalogs/beneficiary-types?periodo=2026
[2026-03-06T23:43:40.745Z] OPTIONS /api/catalogs/budget-programs?periodo=2026
[2026-03-06T23:43:40.745Z] GET /api/catalogs/budget-programs?periodo=2026
[2026-03-06T23:43:51.523Z] OPTIONS /api/admin/entities?periodo=2026
[2026-03-06T23:43:51.525Z] GET /api/admin/entities?periodo=2026
[2026-03-06T23:43:51.615Z] GET /api/admin/entities?periodo=2026
[2026-03-06T23:44:09.841Z] OPTIONS /api/catalogs/narrative-titles?periodo=2026
[2026-03-06T23:44:09.842Z] GET /api/catalogs/narrative-titles?periodo=2026
[2026-03-06T23:44:09.852Z] GET /api/catalogs/narrative-titles?periodo=2026
[2026-03-06T23:44:19.633Z] OPTIONS /api/auth/login
[2026-03-06T23:44:19.634Z] POST /api/auth/login
Login Successful: saluddemo@seplan.gob.mx | Roles: Capturista | Mission: 3
[2026-03-06T23:44:19.754Z] OPTIONS /api/tracking/observations/count?periodo=2026
[2026-03-06T23:44:19.754Z] GET /api/tracking/observations/count?periodo=2026
[2026-03-06T23:44:19.755Z] OPTIONS /api/dashboard/stats?periodo=2026
[2026-03-06T23:44:19.755Z] OPTIONS /api/dashboard/stats?periodo=2026
[2026-03-06T23:44:19.756Z] GET /api/tracking/observations/count?periodo=2026
[2026-03-06T23:44:19.756Z] OPTIONS /api/activities?periodo=2026
[2026-03-06T23:44:19.756Z] GET /api/dashboard/stats?periodo=2026
[2026-03-06T23:44:19.757Z] GET /api/dashboard/stats?periodo=2026
[2026-03-06T23:44:19.757Z] GET /api/activities?periodo=2026
[2026-03-06T23:44:19.761Z] GET /api/activities?periodo=2026
[2026-03-06T23:44:21.729Z] OPTIONS /api/catalogs/narrative-titles?periodo=2026
[2026-03-06T23:44:21.730Z] OPTIONS /api/catalogs/ods?periodo=2026
[2026-03-06T23:44:21.730Z] GET /api/catalogs/narrative-titles?periodo=2026
[2026-03-06T23:44:21.731Z] OPTIONS /api/catalogs/ped/missions?periodo=2026
[2026-03-06T23:44:21.731Z] GET /api/catalogs/ods?periodo=2026
[2026-03-06T23:44:21.731Z] OPTIONS /api/catalogs/ped/objectives
[2026-03-06T23:44:21.732Z] OPTIONS /api/catalogs/ped/strategies
[2026-03-06T23:44:21.732Z] OPTIONS /api/catalogs/ped/action-lines
[2026-03-06T23:44:21.732Z] GET /api/catalogs/ped/objectives
[2026-03-06T23:44:21.733Z] GET /api/catalogs/ped/missions?periodo=2026
[2026-03-06T23:44:21.733Z] OPTIONS /api/catalogs/budget-programs?periodo=2026
[2026-03-06T23:44:21.734Z] OPTIONS /api/catalogs/ppas-types
[2026-03-06T23:44:21.734Z] GET /api/catalogs/ped/strategies
[2026-03-06T23:44:21.735Z] GET /api/catalogs/ped/action-lines
[2026-03-06T23:44:21.737Z] GET /api/catalogs/budget-programs?periodo=2026
[2026-03-06T23:44:21.737Z] GET /api/catalogs/ppas-types
[2026-03-06T23:44:21.741Z] GET /api/catalogs/narrative-titles?periodo=2026
[2026-03-06T23:44:21.741Z] GET /api/catalogs/ods?periodo=2026
[2026-03-06T23:44:21.742Z] GET /api/catalogs/ped/missions?periodo=2026
[2026-03-06T23:44:21.745Z] GET /api/catalogs/ped/objectives
[2026-03-06T23:44:21.745Z] GET /api/catalogs/ppas-types
[2026-03-06T23:44:21.747Z] GET /api/catalogs/ped/strategies
[2026-03-06T23:44:21.748Z] OPTIONS /api/catalogs/default-classification
[2026-03-06T23:44:21.748Z] GET /api/catalogs/ped/action-lines
[2026-03-06T23:44:21.749Z] GET /api/catalogs/budget-programs?periodo=2026
[2026-03-06T23:44:21.749Z] GET /api/catalogs/default-classification
[default-classification] JWT user.id=156 type=string
[default-classification] depRaw=[{"name":"Secretaría de Salud"}]
Default classification for "Secretaría de Salud": titulo="SISTEMA DE SALUD PARA EL BIENESTAR"(14), tema="PROMOCIÓN, PREVENCIÓN Y ATENCIÓN TEMPRANA"(26), subtema="Cuidado de la salud mental y prevención de las adicciones"(14) | allowed: 1 titulos
[2026-03-06T23:44:21.758Z] GET /api/catalogs/default-classification
[default-classification] JWT user.id=156 type=string
[2026-03-06T23:44:21.759Z] OPTIONS /api/catalogs/narrative-themes?periodo=2026&title_id=14
[default-classification] depRaw=[{"name":"Secretaría de Salud"}]
[2026-03-06T23:44:21.761Z] GET /api/catalogs/narrative-themes?periodo=2026&title_id=14
Default classification for "Secretaría de Salud": titulo="SISTEMA DE SALUD PARA EL BIENESTAR"(14), tema="PROMOCIÓN, PREVENCIÓN Y ATENCIÓN TEMPRANA"(26), subtema="Cuidado de la salud mental y prevención de las adicciones"(14) | allowed: 1 titulos
[2026-03-06T23:44:21.764Z] OPTIONS /api/catalogs/narrative-subthemes?periodo=2026&theme_id=26
[2026-03-06T23:44:21.764Z] GET /api/catalogs/narrative-subthemes?periodo=2026&theme_id=26
[2026-03-06T23:44:21.765Z] GET /api/catalogs/narrative-themes?periodo=2026&title_id=14
[2026-03-06T23:44:21.781Z] GET /api/catalogs/narrative-subthemes?periodo=2026&theme_id=26
[2026-03-06T23:44:29.306Z] OPTIONS /api/entities?periodo=2026
[2026-03-06T23:44:29.306Z] GET /api/entities?periodo=2026
[2026-03-06T23:44:29.348Z] GET /api/entities?periodo=2026
[2026-03-06T23:44:29.358Z] OPTIONS /api/entries/2?periodo=2026
[2026-03-06T23:44:29.361Z] OPTIONS /api/entries/3?periodo=2026
[2026-03-06T23:44:29.364Z] OPTIONS /api/entries/4?periodo=2026
[2026-03-06T23:44:29.364Z] OPTIONS /api/entries/5?periodo=2026
[2026-03-06T23:44:29.366Z] OPTIONS /api/entries/6?periodo=2026
[2026-03-06T23:44:29.367Z] GET /api/entries/2?periodo=2026
[2026-03-06T23:44:29.372Z] GET /api/entries/3?periodo=2026
[2026-03-06T23:44:29.375Z] OPTIONS /api/entries/7?periodo=2026
[2026-03-06T23:44:29.376Z] OPTIONS /api/entries/8?periodo=2026
[2026-03-06T23:44:29.378Z] OPTIONS /api/entries/10?periodo=2026
[2026-03-06T23:44:29.378Z] OPTIONS /api/entries/9?periodo=2026
[2026-03-06T23:44:29.379Z] GET /api/entries/4?periodo=2026
[2026-03-06T23:44:29.380Z] GET /api/entries/5?periodo=2026
[2026-03-06T23:44:29.380Z] OPTIONS /api/entries/11?periodo=2026
[2026-03-06T23:44:29.381Z] OPTIONS /api/entries/12?periodo=2026
[2026-03-06T23:44:29.382Z] GET /api/entries/6?periodo=2026
[2026-03-06T23:44:29.383Z] OPTIONS /api/entries/13?periodo=2026
[2026-03-06T23:44:29.399Z] OPTIONS /api/entries/14?periodo=2026
[2026-03-06T23:44:29.399Z] OPTIONS /api/entries/15?periodo=2026
[2026-03-06T23:44:29.399Z] OPTIONS /api/entries/16?periodo=2026
[2026-03-06T23:44:29.399Z] OPTIONS /api/entries/18?periodo=2026
[2026-03-06T23:44:29.399Z] OPTIONS /api/entries/19?periodo=2026
[2026-03-06T23:44:29.399Z] OPTIONS /api/entries/21?periodo=2026
[2026-03-06T23:44:29.399Z] OPTIONS /api/entries/17?periodo=2026
[2026-03-06T23:44:29.399Z] OPTIONS /api/entries/24?periodo=2026
[2026-03-06T23:44:29.400Z] GET /api/entries/7?periodo=2026
[2026-03-06T23:44:29.401Z] OPTIONS /api/entries/22?periodo=2026
[2026-03-06T23:44:29.401Z] OPTIONS /api/entries/23?periodo=2026
[2026-03-06T23:44:29.402Z] OPTIONS /api/entries/26?periodo=2026
[2026-03-06T23:44:29.402Z] GET /api/entries/8?periodo=2026
[2026-03-06T23:44:29.402Z] OPTIONS /api/entries/25?periodo=2026
[2026-03-06T23:44:29.402Z] OPTIONS /api/entries/28?periodo=2026
[2026-03-06T23:44:29.402Z] GET /api/entries/10?periodo=2026
[2026-03-06T23:44:29.403Z] GET /api/entries/9?periodo=2026
[2026-03-06T23:44:29.403Z] OPTIONS /api/entries/29?periodo=2026
[2026-03-06T23:44:29.405Z] GET /api/entries/11?periodo=2026
[2026-03-06T23:44:29.408Z] GET /api/entries/12?periodo=2026
[2026-03-06T23:44:29.409Z] OPTIONS /api/entries/30?periodo=2026
[2026-03-06T23:44:29.409Z] OPTIONS /api/entries/31?periodo=2026
[2026-03-06T23:44:29.410Z] OPTIONS /api/entries/32?periodo=2026
[2026-03-06T23:44:29.410Z] OPTIONS /api/entries/33?periodo=2026
[2026-03-06T23:44:29.411Z] OPTIONS /api/entries/34?periodo=2026
[2026-03-06T23:44:29.412Z] GET /api/entries/13?periodo=2026
[2026-03-06T23:44:29.413Z] OPTIONS /api/entries/35?periodo=2026
[2026-03-06T23:44:29.418Z] OPTIONS /api/entries/36?periodo=2026
[2026-03-06T23:44:29.418Z] OPTIONS /api/entries/37?periodo=2026
[2026-03-06T23:44:29.420Z] OPTIONS /api/entries/39?periodo=2026
[2026-03-06T23:44:29.423Z] OPTIONS /api/entries/40?periodo=2026
[2026-03-06T23:44:29.424Z] OPTIONS /api/entries/41?periodo=2026
[2026-03-06T23:44:29.424Z] OPTIONS /api/entries/42?periodo=2026
[2026-03-06T23:44:29.425Z] OPTIONS /api/entries/43?periodo=2026
[2026-03-06T23:44:29.426Z] OPTIONS /api/entries/45?periodo=2026
[2026-03-06T23:44:29.427Z] OPTIONS /api/entries/46?periodo=2026
[2026-03-06T23:44:29.427Z] OPTIONS /api/entries/47?periodo=2026
[2026-03-06T23:44:29.428Z] OPTIONS /api/entries/48?periodo=2026
[2026-03-06T23:44:29.428Z] OPTIONS /api/entries/49?periodo=2026
[2026-03-06T23:44:29.429Z] OPTIONS /api/entries/50?periodo=2026
[2026-03-06T23:44:29.431Z] OPTIONS /api/entries/51?periodo=2026
[2026-03-06T23:44:29.432Z] OPTIONS /api/entries/52?periodo=2026
[2026-03-06T23:44:29.433Z] OPTIONS /api/entries/53?periodo=2026
[2026-03-06T23:44:29.434Z] OPTIONS /api/entries/54?periodo=2026
[2026-03-06T23:44:29.434Z] OPTIONS /api/entries/56?periodo=2026
[2026-03-06T23:44:29.435Z] GET /api/entries/14?periodo=2026
[2026-03-06T23:44:29.435Z] OPTIONS /api/entries/57?periodo=2026
[2026-03-06T23:44:29.435Z] GET /api/entries/15?periodo=2026
[2026-03-06T23:44:29.436Z] GET /api/entries/16?periodo=2026
[2026-03-06T23:44:29.436Z] GET /api/entries/21?periodo=2026
[2026-03-06T23:44:29.437Z] GET /api/entries/18?periodo=2026
[2026-03-06T23:44:29.437Z] GET /api/entries/19?periodo=2026
[2026-03-06T23:44:29.438Z] OPTIONS /api/entries/58?periodo=2026
[2026-03-06T23:44:29.438Z] GET /api/entries/17?periodo=2026
[2026-03-06T23:44:29.439Z] GET /api/entries/24?periodo=2026
[2026-03-06T23:44:29.440Z] OPTIONS /api/entries/59?periodo=2026
[2026-03-06T23:44:29.440Z] GET /api/entries/22?periodo=2026
[2026-03-06T23:44:29.440Z] OPTIONS /api/entries/60?periodo=2026
[2026-03-06T23:44:29.440Z] GET /api/entries/26?periodo=2026
[2026-03-06T23:44:29.441Z] GET /api/entries/23?periodo=2026
[2026-03-06T23:44:29.442Z] GET /api/entries/25?periodo=2026
[2026-03-06T23:44:29.442Z] GET /api/entries/28?periodo=2026
[2026-03-06T23:44:29.443Z] OPTIONS /api/entries/61?periodo=2026
[2026-03-06T23:44:29.443Z] GET /api/entries/29?periodo=2026
[2026-03-06T23:44:29.445Z] OPTIONS /api/entries/62?periodo=2026
[2026-03-06T23:44:29.447Z] OPTIONS /api/entries/63?periodo=2026
[2026-03-06T23:44:29.448Z] OPTIONS /api/entries/65?periodo=2026
[2026-03-06T23:44:29.448Z] GET /api/entries/30?periodo=2026
[2026-03-06T23:44:29.449Z] GET /api/entries/31?periodo=2026
[2026-03-06T23:44:29.450Z] GET /api/entries/32?periodo=2026
[2026-03-06T23:44:29.450Z] GET /api/entries/33?periodo=2026
[2026-03-06T23:44:29.452Z] OPTIONS /api/entries/66?periodo=2026
[2026-03-06T23:44:29.453Z] OPTIONS /api/entries/67?periodo=2026
[2026-03-06T23:44:29.453Z] GET /api/entries/34?periodo=2026
[2026-03-06T23:44:29.454Z] GET /api/entries/35?periodo=2026
[2026-03-06T23:44:29.458Z] GET /api/entries/36?periodo=2026
[2026-03-06T23:44:29.458Z] GET /api/entries/37?periodo=2026
[2026-03-06T23:44:29.459Z] OPTIONS /api/entries/69?periodo=2026
[2026-03-06T23:44:29.460Z] OPTIONS /api/entries/70?periodo=2026
[2026-03-06T23:44:29.460Z] OPTIONS /api/entries/71?periodo=2026
[2026-03-06T23:44:29.461Z] OPTIONS /api/entries/72?periodo=2026
[2026-03-06T23:44:29.461Z] GET /api/entries/39?periodo=2026
[2026-03-06T23:44:29.462Z] OPTIONS /api/entries/73?periodo=2026
[2026-03-06T23:44:29.463Z] OPTIONS /api/entries/74?periodo=2026
[2026-03-06T23:44:29.463Z] OPTIONS /api/entries/75?periodo=2026
[2026-03-06T23:44:29.464Z] GET /api/entries/40?periodo=2026
[2026-03-06T23:44:29.465Z] GET /api/entries/41?periodo=2026
[2026-03-06T23:44:29.465Z] OPTIONS /api/entries/76?periodo=2026
[2026-03-06T23:44:29.465Z] OPTIONS /api/entries/77?periodo=2026
[2026-03-06T23:44:29.465Z] GET /api/entries/42?periodo=2026
[2026-03-06T23:44:29.466Z] GET /api/entries/43?periodo=2026
[2026-03-06T23:44:29.467Z] OPTIONS /api/entries/78?periodo=2026
[2026-03-06T23:44:29.467Z] GET /api/entries/45?periodo=2026
[2026-03-06T23:44:29.468Z] GET /api/entries/46?periodo=2026
[2026-03-06T23:44:29.469Z] GET /api/entries/47?periodo=2026
[2026-03-06T23:44:29.469Z] OPTIONS /api/entries/79?periodo=2026
[2026-03-06T23:44:29.469Z] OPTIONS /api/entries/81?periodo=2026
[2026-03-06T23:44:29.469Z] OPTIONS /api/entries/82?periodo=2026
[2026-03-06T23:44:29.469Z] OPTIONS /api/entries/83?periodo=2026
[2026-03-06T23:44:29.470Z] GET /api/entries/49?periodo=2026
[2026-03-06T23:44:29.470Z] GET /api/entries/48?periodo=2026
[2026-03-06T23:44:29.470Z] OPTIONS /api/entries/85?periodo=2026
[2026-03-06T23:44:29.470Z] OPTIONS /api/entries/84?periodo=2026
[2026-03-06T23:44:29.470Z] GET /api/entries/50?periodo=2026
[2026-03-06T23:44:29.471Z] OPTIONS /api/entries/86?periodo=2026
[2026-03-06T23:44:29.471Z] OPTIONS /api/entries/87?periodo=2026
[2026-03-06T23:44:29.471Z] OPTIONS /api/entries/89?periodo=2026
[2026-03-06T23:44:29.471Z] OPTIONS /api/entries/91?periodo=2026
[2026-03-06T23:44:29.471Z] OPTIONS /api/entries/92?periodo=2026
[2026-03-06T23:44:29.471Z] OPTIONS /api/entries/93?periodo=2026
[2026-03-06T23:44:29.472Z] OPTIONS /api/entries/95?periodo=2026
[2026-03-06T23:44:29.472Z] OPTIONS /api/entries/96?periodo=2026
[2026-03-06T23:44:29.472Z] OPTIONS /api/entries/97?periodo=2026
[2026-03-06T23:44:29.472Z] GET /api/entries/51?periodo=2026
[2026-03-06T23:44:29.472Z] OPTIONS /api/entries/100?periodo=2026
[2026-03-06T23:44:29.472Z] OPTIONS /api/entries/101?periodo=2026
[2026-03-06T23:44:29.472Z] OPTIONS /api/entries/98?periodo=2026
[2026-03-06T23:44:29.473Z] OPTIONS /api/entries/99?periodo=2026
[2026-03-06T23:44:29.473Z] OPTIONS /api/entries/103?periodo=2026
[2026-03-06T23:44:29.473Z] OPTIONS /api/entries/104?periodo=2026
[2026-03-06T23:44:29.473Z] OPTIONS /api/entries/102?periodo=2026
[2026-03-06T23:44:29.473Z] OPTIONS /api/entries/107?periodo=2026
[2026-03-06T23:44:29.473Z] GET /api/entries/52?periodo=2026
[2026-03-06T23:44:29.474Z] GET /api/entries/53?periodo=2026
[2026-03-06T23:44:29.474Z] GET /api/entries/54?periodo=2026
[2026-03-06T23:44:29.474Z] GET /api/entries/56?periodo=2026
[2026-03-06T23:44:29.475Z] GET /api/entries/57?periodo=2026
[2026-03-06T23:44:29.475Z] OPTIONS /api/entries/108?periodo=2026
[2026-03-06T23:44:29.475Z] OPTIONS /api/entries/110?periodo=2026
[2026-03-06T23:44:29.475Z] OPTIONS /api/entries/111?periodo=2026
[2026-03-06T23:44:29.475Z] OPTIONS /api/entries/112?periodo=2026
[2026-03-06T23:44:29.475Z] OPTIONS /api/entries/113?periodo=2026
[2026-03-06T23:44:29.475Z] OPTIONS /api/entries/114?periodo=2026
[2026-03-06T23:44:29.475Z] OPTIONS /api/entries/115?periodo=2026
[2026-03-06T23:44:29.476Z] OPTIONS /api/entries/116?periodo=2026
[2026-03-06T23:44:29.476Z] OPTIONS /api/entries/117?periodo=2026
[2026-03-06T23:44:29.476Z] OPTIONS /api/entries/118?periodo=2026
[2026-03-06T23:44:29.476Z] OPTIONS /api/entries/119?periodo=2026
[2026-03-06T23:44:29.477Z] OPTIONS /api/entries/120?periodo=2026
[2026-03-06T23:44:29.477Z] GET /api/entries/58?periodo=2026
[2026-03-06T23:44:29.478Z] GET /api/entries/59?periodo=2026
[2026-03-06T23:44:29.479Z] OPTIONS /api/entries/121?periodo=2026
[2026-03-06T23:44:29.479Z] GET /api/entries/60?periodo=2026
[2026-03-06T23:44:29.480Z] OPTIONS /api/entries/122?periodo=2026
[2026-03-06T23:44:29.480Z] OPTIONS /api/entries/123?periodo=2026
[2026-03-06T23:44:29.480Z] OPTIONS /api/entries/124?periodo=2026
[2026-03-06T23:44:29.480Z] OPTIONS /api/entries/125?periodo=2026
[2026-03-06T23:44:29.481Z] GET /api/entries/61?periodo=2026
[2026-03-06T23:44:29.482Z] OPTIONS /api/entries/126?periodo=2026
[2026-03-06T23:44:29.482Z] OPTIONS /api/entries/127?periodo=2026
[2026-03-06T23:44:29.483Z] OPTIONS /api/entries/128?periodo=2026
